('INTERNALID','ROUTES_161'),
('E20350','86'),
('E20520','77'),
('E20520','86'),
('E21362','77'),
('E21040','77'),
('E21220','77'),
('E21220','P16'),
('E21540','77'),
('E21540','P16'),
('N22785','1'),
('N22785','75'),
('N22785','91'),
('E23520','87'),
('P01875','39'),
('P01875','40'),
('P01875','41'),
('P01875','43'),
('P01875','44'),
('P01875','48'),
('P01875','51'),
('P01875','51L'),
('P01875','Y1'),
('P01875','Y45'),
('P01875','Y46'),
('P01875','Y47'),
('P01875','Y49'),
('W07920','21'),
('E25349','58'),
('S21320','52L'),
('S21450','52L'),
('W08070','38'),
('W08074','38'),
('W08089','38'),
('W08225','38'),
('W08075','38'),
('W70123','38'),
('E26470','71D'),
('E26380','71D'),
('W08450','20'),
('W08450','24'),
('E28950','71B'),
('E28960','71B'),
('E55303','74'),
('S23885','Y1'),
('S23885','Y46'),
('S25165','59'),
('W10280','21'),
('W10280','22'),
('W10560','21'),
('S27480','61C'),
('S27480','P7'),
('S27490','61C'),
('S27590','Y47'),
('S27990','56'),
('S27990','59'),
('X09540','41'),
('P02325','39'),
('P02325','40'),
('P02325','44'),
('P02325','87'),
('P02325','P1'),
('P02325','P2'),
('P02325','P68'),
('P02325','P71'),
('E34970','54'),
('E34970','86'),
('E34970','87'),
('E35150','54'),
('E35150','86'),
('E35150','87'),
('P02290','7'),
('P02290','13'),
('P02290','15'),
('P02290','16'),
('P02290','17'),
('E35200','64'),
('E35200','86'),
('E35220','54'),
('E35220','86'),
('E35220','87'),
('P02430','28X'),
('P02430','29'),
('P02430','31'),
('P02430','G2'),
('P02430','G3'),
('P02430','G31'),
('P02430','P10'),
('E35320','86'),
('E35320','87'),
('E35310','86'),
('E35310','87'),
('P02470','28X'),
('P02470','29'),
('P02470','31'),
('P02470','77'),
('P02470','81'),
('P02470','82'),
('P02470','83'),
('P02470','G2'),
('P02470','G3'),
('P02470','G31'),
('P02470','O1'),
('P02470','O12'),
('P02470','P10'),
('P02470','P17'),
('P02470','P69'),
('P02470','P7'),
('P02470','P76'),
('P02470','P78'),
('E35360','86'),
('E35390','64'),
('E35390','86'),
('E35450','86'),
('E35450','87'),
('E35450','88'),
('E35450','91'),
('E35480','54'),
('E35480','86'),
('E35480','87'),
('E35480','88'),
('E35480','91'),
('P02600','1'),
('P02600','6'),
('P02600','11'),
('P02600','15'),
('P02600','29'),
('P02600','31'),
('P02600','39'),
('P02600','40'),
('P02600','44'),
('P02600','81'),
('P02600','82'),
('P02600','83'),
('P02600','G2'),
('P02600','G3'),
('P02600','G31'),
('P02600','O1'),
('P02600','O12'),
('P02600','P10'),
('P02600','P17'),
('P02600','P78'),
('E35330','54'),
('E35330','86'),
('E35940','82'),
('E35940','P17'),
('N31690','1'),
('N31690','91'),
('W12940','G31'),
('W13480','22'),
('X10680','36'),
('X10690','36'),
('W13655','24'),
('N32760','12'),
('N32760','O12'),
('N32800','2'),
('N32800','12'),
('N32800','O12'),
('N32970','12'),
('N32970','O12'),
('N32550','2'),
('N32550','12'),
('N32550','O12'),
('W14550','27'),
('S34110','56'),
('S34305','56'),
('E39290','54'),
('E39530','61B'),
('E39530','71'),
('E39530','P71'),
('S35229','53'),
('S35229','53L'),
('S35229','59'),
('S35229','Y47'),
('S35229','Y49'),
('E41175','74'),
('E41250','61C'),
('E41250','61D'),
('E41250','64'),
('E41250','93'),
('E41340','58'),
('E41340','61C'),
('E41340','61D'),
('E41340','64'),
('E41340','93'),
('E41950','71A'),
('W16560','31'),
('W17093','31'),
('W17095','31'),
('W17980','31'),
('N38380','13'),
('N38380','15'),
('N38380','16'),
('N38380','17'),
('N38390','8'),
('N38390','11'),
('N38390','15'),
('N38390','17'),
('N38390','54'),
('N70000','8'),
('N70000','11'),
('N70000','15'),
('N70000','17'),
('N70000','54'),
('E42792','81'),
('E42910','71D'),
('E42910','86'),
('N40270','14'),
('N40270','19L'),
('W19480','24'),
('W19480','28X'),
('W19480','29'),
('W70072','24'),
('W70072','28X'),
('W70072','29'),
('W19490','24'),
('W19490','28X'),
('W19490','29'),
('W19485','24'),
('W19485','29'),
('W19495','24'),
('W19495','28X'),
('W19495','29'),
('E45510','54'),
('E45510','88'),
('E45510','91'),
('E45602','54'),
('E45602','64'),
('E45602','88'),
('E45610','54'),
('E45610','64'),
('E45610','88'),
('E45610','93'),
('E45620','54'),
('E45620','88'),
('E45640','88'),
('E45750','67'),
('E45750','69'),
('E45750','71C'),
('E45770','67'),
('E45770','69'),
('E45770','71C'),
('E45900','67'),
('E45900','69'),
('E45900','71C'),
('E46000','88'),
('E46060','71C'),
('E46060','74'),
('E46060','77'),
('E46060','82'),
('E46060','86'),
('E46060','88'),
('E46060','89'),
('E46070','71C'),
('E46070','74'),
('E46070','77'),
('E46070','82'),
('E46070','86'),
('E46070','88'),
('E46070','89'),
('E46200','54'),
('E46200','64'),
('E46200','88'),
('E46200','93'),
('E46460','71C'),
('E46460','74'),
('E46460','75'),
('E46460','77'),
('E46460','82'),
('E46460','86'),
('E46460','88'),
('E46460','89'),
('E46620','54'),
('E46620','88'),
('N43020','8'),
('N43030','8'),
('N43030','O1'),
('N43080','8'),
('N43080','17'),
('N43255','4'),
('N43255','8'),
('N43255','17'),
('N43440','8'),
('W07240','20'),
('X13770','39'),
('N70150','14'),
('N70150','18'),
('S40458','55'),
('S40458','59'),
('W20442','28X'),
('W20442','29'),
('S00160','51'),
('S00160','54'),
('S00180','51'),
('S00180','54'),
('S00260','51'),
('S00260','54'),
('S00450','51'),
('S00450','54'),
('E50200','77'),
('S00790','56'),
('S00790','57'),
('S00790','93'),
('S00840','56'),
('S00840','57'),
('S00840','93'),
('S00850','56'),
('S00850','57'),
('S00850','58'),
('S01070','56'),
('S01070','57'),
('S01070','58'),
('S01020','56'),
('P00740','41'),
('P00740','43'),
('P00740','48'),
('P00740','51'),
('P00740','51L'),
('P00740','Y1'),
('P00740','Y45'),
('P00740','Y46'),
('P00740','Y47'),
('P00740','Y49'),
('P03150','39'),
('P03150','40'),
('P03150','41'),
('P03150','43'),
('P03150','44'),
('P03150','48'),
('P03150','51'),
('P03150','51L'),
('P03150','Y1'),
('P03150','Y45'),
('P03150','Y46'),
('P03150','Y47'),
('P03150','Y49'),
('P03090','39'),
('P03090','40'),
('P03090','44'),
('P03090','87'),
('P03090','P1'),
('P03090','P2'),
('P03090','P68'),
('P03090','P71'),
('N50200','13'),
('N50200','16'),
('N50590','7'),
('N50630','7'),
('E53520','71A'),
('E53520','71B'),
('W21080','20'),
('W21080','21'),
('W21080','24'),
('W21800','26'),
('W21800','27'),
('W21800','29'),
('W22000','27'),
('W22000','29'),
('W22630','24'),
('W22630','29'),
('W22400','29'),
('W22280','24'),
('W22280','29'),
('W22890','24'),
('W22890','29'),
('W22620','29'),
('W70131','24'),
('W70131','29'),
('W22730','24'),
('W22730','29'),
('W22200','24'),
('W22200','29'),
('W22840','29'),
('W23096','29'),
('W70134','29'),
('W70139','29'),
('W23097','29'),
('W23098','29'),
('W70140','29'),
('W23104','29'),
('W23103','29'),
('W70030','29'),
('W23101','29'),
('W23105','29'),
('W23183','38'),
('X18577','41'),
('W26000','20'),
('W26000','21'),
('W26000','22'),
('W26000','24'),
('W26000','26'),
('W26000','27'),
('W26000','28X'),
('W26000','29'),
('W26000','31'),
('W26000','G2'),
('W26000','G3'),
('W26000','G31'),
('S47250','60'),
('S47260','60'),
('W24050','31'),
('W24110','31'),
('W24250','31'),
('W24310','31'),
('W24310','G31'),
('W24400','31'),
('W24400','G31'),
('W24430','31'),
('W24040','31'),
('W24540','31'),
('W24540','G31'),
('E56360','P10'),
('W25390','38'),
('W25390','G31'),
('S20112','53'),
('S20112','53L'),
('S20112','59'),
('S20112','61D'),
('S20112','64'),
('S48270','53L'),
('S48270','59'),
('S48270','61D'),
('S48270','64'),
('N53580','13'),
('N53580','16'),
('X20435','41'),
('N53600','8'),
('E57350','65'),
('P03660','39'),
('P03660','40'),
('P03660','41'),
('P03660','43'),
('P03660','44'),
('P03660','48'),
('P03660','51'),
('P03660','51L'),
('P03660','Y1'),
('P03660','Y45'),
('P03660','Y46'),
('P03660','Y47'),
('P03660','Y49'),
('S01410','Y46'),
('S02500','Y46'),
('E03020','69'),
('E03020','P69'),
('E70027','78'),
('E70027','P78'),
('N04630','18'),
('N71216','14'),
('N71217','18'),
('N05685','14'),
('N08860','14'),
('N08830','14'),
('E05710','81'),
('E06315','52L'),
('E06315','53L'),
('W01850','26'),
('X02070','41'),
('X02120','41'),
('E09620','54'),
('E10630','69'),
('E10630','P69'),
('E10720','69'),
('E10720','P69'),
('S08230','51'),
('S08230','51L'),
('N12910','14'),
('N13585','8'),
('N13585','11'),
('N13585','12'),
('N13585','15'),
('N13585','17'),
('N14025','13'),
('E13940','81'),
('E13940','82'),
('E13690','82'),
('E13690','86'),
('S11310','Y1'),
('S70110','59'),
('S70110','Y46'),
('S11298','Y46'),
('W03580','27'),
('W03950','20'),
('W03950','24'),
('N05000','54'),
('N15130','19L'),
('N71213','2'),
('N71213','12'),
('E15620','54'),
('E15620','71A'),
('E15620','71C'),
('E15620','93'),
('S14741','59'),
('S14741','61C'),
('S14741','P7'),
('E17230','59'),
('E17230','68'),
('E17230','P68'),
('S16570','43'),
('S16570','48'),
('S16570','51'),
('S16570','51L'),
('W20220','31'),
('W20220','G31'),
('E70428','75'),
('E70428','89'),
('E18280','87'),
('N19550','2'),
('N19550','P13'),
('E01370','71D'),
('E01370','88'),
('E19230','61A'),
('E21720','77'),
('E21720','P16'),
('N21510','1'),
('N21510','78'),
('N21510','P10'),
('N21510','P16'),
('N21510','P78'),
('E23580','64'),
('E23580','87'),
('W07610','21'),
('W07960','21'),
('E25050','68'),
('E25050','P68'),
('E25354','58'),
('S21312','52L'),
('W08081','38'),
('W08093','38'),
('W08232','38'),
('W08530','22'),
('N26810','O1'),
('N26800','O1'),
('E30570','P12'),
('E30420','P12'),
('S23590','Y1'),
('S23590','Y46'),
('S23590','Y49'),
('N27990','18'),
('E32277','68'),
('E32277','P68'),
('E32752','57'),
('E32752','93'),
('X08845','41'),
('E33900','78'),
('E33900','P78'),
('S23890','Y1'),
('S70598','Y1'),
('S29245','59'),
('S29245','61C'),
('S29245','P7'),
('E35850','79'),
('E35850','82'),
('E37300','P16'),
('S30640','55'),
('S30640','56'),
('S30640','59'),
('S30640','60'),
('S30640','61C'),
('S30640','P7'),
('S30660','55'),
('S30660','56'),
('S30660','59'),
('S30660','60'),
('S30660','61C'),
('S30660','P7'),
('S70175','55'),
('S70175','56'),
('S70175','59'),
('S30740','55'),
('S30740','56'),
('S30740','59'),
('S30760','55'),
('S30760','56'),
('S30760','59'),
('S30760','60'),
('S30760','61C'),
('S30760','P7'),
('W12703','24'),
('W70121','G31'),
('S32700','56'),
('N09505','12'),
('N09505','O12'),
('S33263','P7'),
('N33150','12'),
('N33150','O12'),
('E39908','P67'),
('E70450','67'),
('E70450','68'),
('E70450','P68'),
('N35530','6'),
('N35530','15'),
('E41740','71A'),
('E41740','71C'),
('E42131','P3'),
('E42132','P3'),
('E42230','61A'),
('E42230','P7'),
('W17620','31'),
('N38480','13'),
('N38480','15'),
('N38480','16'),
('N38480','17'),
('N38480','54'),
('N38820','13'),
('N38820','15'),
('N38820','16'),
('N38820','17'),
('E42350','P76'),
('N40230','14'),
('N40353','14'),
('S70109','P76'),
('X12688','36'),
('N41340','6'),
('N41340','15'),
('E45630','64'),
('E45630','88'),
('E45690','67'),
('E45690','P12'),
('E46290','88'),
('E46350','67'),
('E46350','P12'),
('E46810','59'),
('E46810','68'),
('E46810','69'),
('E46810','P68'),
('E46810','P69'),
('E46880','67'),
('E46900','67'),
('E46940','67'),
('N43300','8'),
('N45220','O5'),
('S40115','Y49'),
('N70142','2'),
('N70142','12'),
('E49270','61A'),
('E49270','71'),
('E49270','71C'),
('E49270','P71'),
('E51040','67'),
('E51040','69'),
('S70272','38'),
('S43160','Y46'),
('S43380','55'),
('S43380','Y47'),
('S43380','Y49'),
('S44900','55'),
('S44900','Y46'),
('E52780','75'),
('E52780','87'),
('E53170','87'),
('E53290','69'),
('W23196','38'),
('E54580','71C'),
('W70047','G3'),
('E55495','79'),
('E55495','P17'),
('E56040','55'),
('E56040','59'),
('E56040','P76'),
('S70092','51'),
('S70092','53'),
('S70092','53L'),
('S70092','55'),
('S70092','59'),
('S70092','Y47'),
('S70092','Y49'),
('S70423','56'),
('W25430','31'),
('W25430','38'),
('W25430','G31'),
('N53500','1'),
('N53500','75'),
('N53500','91'),
('N53635','8'),
('N53635','13'),
('S70391','Y45'),
('E58560','67'),
('E58560','P67'),
('E70000','59'),
('E70000','61A'),
('E70000','P71'),
('W70118','G2'),
('S42460','Y1'),
('S42460','Y45'),
('S42460','Y46'),
('S42460','Y47'),
('S42460','Y49'),
('E17303','P1'),
('E17303','P2'),
('E17303','P3'),
('E17310','P10'),
('E17310','P12'),
('E17310','P16'),
('E17310','P17'),
('E17310','P67'),
('E17310','P68'),
('E17310','P69'),
('E17310','P7'),
('E17310','P71'),
('E17310','P76'),
('E17310','P78'),
('E17302','P1'),
('E17302','P17'),
('E17302','P2'),
('E17302','P3'),
('E17302','P67'),
('E17302','P68'),
('E17302','P69'),
('E17302','P71'),
('E17294','P10'),
('E17294','P12'),
('E17294','P16'),
('E17294','P7'),
('E17294','P76'),
('E17294','P78'),
('E17312','P1'),
('E17312','P10'),
('E17312','P12'),
('E17312','P16'),
('E17312','P17'),
('E17312','P2'),
('E17312','P3'),
('E17312','P67'),
('E17312','P68'),
('E17312','P69'),
('E17312','P7'),
('E17312','P71'),
('E17312','P76'),
('E17312','P78'),
('E17313','P1'),
('E17313','P10'),
('E17313','P12'),
('E17313','P16'),
('E17313','P17'),
('E17313','P2'),
('E17313','P3'),
('E17313','P67'),
('E17313','P68'),
('E17313','P69'),
('E17313','P7'),
('E17313','P71'),
('E17313','P76'),
('E17313','P78'),
('E17288','P1'),
('E17288','P3'),
('E17257','P1'),
('E17257','P3'),
('E17289','68'),
('E17289','71C'),
('E17289','71D'),
('E17289','78'),
('E17289','79'),
('E17289','86'),
('E17289','P12'),
('E17289','P2'),
('E17289','P67'),
('E17289','P68'),
('E17289','P69'),
('E17289','P7'),
('E17289','P76'),
('E17290','68'),
('E17290','69'),
('E17290','71'),
('E17290','71C'),
('E17290','71D'),
('E17290','78'),
('E17290','79'),
('E17290','86'),
('E17290','P12'),
('E17290','P16'),
('E17290','P2'),
('E17290','P67'),
('E17290','P68'),
('E17290','P69'),
('E17290','P7'),
('E17290','P71'),
('E17290','P76'),
('E17290','P78'),
('E17307','P1'),
('E17307','P2'),
('E17300','P10'),
('E17300','P12'),
('E17300','P16'),
('E17300','P17'),
('E17300','P67'),
('E17300','P68'),
('E17300','P69'),
('E17300','P7'),
('E17300','P71'),
('E17300','P76'),
('E17300','P78'),
('E17306','P1'),
('E17306','P17'),
('E17306','P2'),
('E17306','P67'),
('E17306','P68'),
('E17306','P69'),
('E17306','P71'),
('E17314','P10'),
('E17314','P12'),
('E17314','P16'),
('E17314','P7'),
('E17314','P76'),
('E17314','P78'),
('E17301','P1'),
('E17301','P2'),
('E17301','P3'),
('E17311','P12'),
('E17311','P16'),
('E17311','P67'),
('E17311','P68'),
('E17311','P69'),
('E17311','P7'),
('E17311','P71'),
('E17311','P76'),
('E17311','P78'),
('E17299','P1'),
('E17299','P2'),
('E17299','P3'),
('E17299','P67'),
('E17299','P68'),
('E17299','P69'),
('E17299','P71'),
('E17296','P12'),
('E17296','P16'),
('E17296','P7'),
('E17296','P76'),
('E17296','P78'),
('E17305','P1'),
('E17305','P2'),
('E17305','P3'),
('E17308','P10'),
('E17308','P12'),
('E17308','P16'),
('E17308','P17'),
('E17308','P67'),
('E17308','P68'),
('E17308','P69'),
('E17308','P7'),
('E17308','P71'),
('E17308','P76'),
('E17308','P78'),
('E17304','P1'),
('E17304','P17'),
('E17304','P2'),
('E17304','P3'),
('E17304','P67'),
('E17304','P68'),
('E17304','P69'),
('E17304','P71'),
('E17309','P10'),
('E17309','P12'),
('E17309','P16'),
('E17309','P7'),
('E17309','P76'),
('E17309','P78'),
('P01600','1'),
('P01600','6'),
('P01600','11'),
('P01600','15'),
('P01600','39'),
('P01600','40'),
('P01600','44'),
('P01600','P1'),
('P01600','P2'),
('P01610','P10'),
('P01610','P12'),
('P01610','P16'),
('P01610','P17'),
('P01610','P67'),
('P01610','P68'),
('P01610','P69'),
('P01610','P7'),
('P01610','P71'),
('P01610','P76'),
('P01610','P78'),
('P01620','1'),
('P01620','6'),
('P01620','11'),
('P01620','15'),
('P01620','39'),
('P01620','40'),
('P01620','44'),
('P01620','P1'),
('P01620','P10'),
('P01620','P12'),
('P01620','P16'),
('P01620','P17'),
('P01620','P2'),
('P01620','P67'),
('P01620','P68'),
('P01620','P69'),
('P01620','P7'),
('P01620','P71'),
('P01620','P76'),
('P01620','P78'),
('E17292','P1'),
('E17292','P3'),
('E17291','P1'),
('E17291','P3'),
('E17293','59'),
('E17293','P1'),
('E17293','P3'),
('E17293','P71'),
('E17298','P1'),
('E17298','P2'),
('E17298','P3'),
('E17295','68'),
('E17295','69'),
('E17295','71'),
('E17295','71C'),
('E17295','71D'),
('E17295','78'),
('E17295','79'),
('E17295','86'),
('E17295','P12'),
('E17295','P16'),
('E17295','P67'),
('E17295','P68'),
('E17295','P69'),
('E17295','P7'),
('E17295','P71'),
('E17295','P76'),
('E17295','P78'),
('E17297','P1'),
('E17297','P2'),
('E17297','P3'),
('E17316','68'),
('E17316','69'),
('E17316','71'),
('E17316','71C'),
('E17316','71D'),
('E17316','78'),
('E17316','79'),
('E17316','86'),
('E17316','P12'),
('E17316','P16'),
('E17316','P67'),
('E17316','P68'),
('E17316','P69'),
('E17316','P7'),
('E17316','P71'),
('E17316','P76'),
('E17316','P78'),
('S19970','Y1'),
('S19970','Y45'),
('S19970','Y46'),
('S19970','Y47'),
('S19970','Y49'),
('S42503','43'),
('S42503','48'),
('S42503','54'),
('S42270','Y1'),
('S42270','Y45'),
('S42270','Y46'),
('S42270','Y47'),
('S42270','Y49'),
('S42410','Y1'),
('S42410','Y45'),
('S42410','Y46'),
('S42410','Y47'),
('S42410','Y49'),
('S42275','41'),
('S42415','41'),
('S42280','Y1'),
('S42280','Y45'),
('S42280','Y46'),
('S42280','Y47'),
('S42280','Y49'),
('S42420','Y1'),
('S42420','Y45'),
('S42420','Y46'),
('S42420','Y47'),
('S42420','Y49'),
('S42290','Y1'),
('S42290','Y45'),
('S42290','Y46'),
('S42290','Y47'),
('S42290','Y49'),
('S42300','Y1'),
('S42300','Y45'),
('S42300','Y46'),
('S42300','Y47'),
('S42300','Y49'),
('S42440','Y1'),
('S42440','Y45'),
('S42440','Y46'),
('S42440','Y47'),
('S42440','Y49'),
('S42310','Y1'),
('S42310','Y45'),
('S42310','Y46'),
('S42310','Y47'),
('S42310','Y49'),
('S42450','Y1'),
('S42450','Y45'),
('S42450','Y46'),
('S42450','Y47'),
('S42450','Y49'),
('S42240','39'),
('S42240','41'),
('S42240','Y1'),
('S42240','Y45'),
('S42240','Y46'),
('S42240','Y47'),
('S42240','Y49'),
('S42400','39'),
('S42400','41'),
('S42400','Y1'),
('S42400','Y45'),
('S42400','Y46'),
('S42400','Y47'),
('S42400','Y49'),
('S42320','Y1'),
('S42320','Y45'),
('S42320','Y46'),
('S42320','Y47'),
('S42320','Y49'),
('S42330','Y1'),
('S42330','Y45'),
('S42330','Y46'),
('S42330','Y47'),
('S42330','Y49'),
('S42340','Y1'),
('S42340','Y45'),
('S42340','Y46'),
('S42340','Y47'),
('S42340','Y49'),
('S42360','39'),
('S42360','40'),
('S42360','41'),
('S42360','44'),
('S42360','Y1'),
('S42360','Y45'),
('S42360','Y46'),
('S42360','Y47'),
('S42360','Y49'),
('S42350','39'),
('S42350','40'),
('S42350','41'),
('S42350','Y1'),
('S42350','Y45'),
('S42350','Y46'),
('S42350','Y47'),
('S42350','Y49'),
('S39570','39'),
('S39570','40'),
('S39570','41'),
('S39570','44'),
('S39570','51L'),
('S39570','Y1'),
('S39570','Y45'),
('S39570','Y46'),
('S39570','Y47'),
('S39570','Y49'),
('S42380','Y1'),
('S42380','Y45'),
('S42380','Y46'),
('S42380','Y47'),
('S42380','Y49'),
('S42490','Y1'),
('S42490','Y45'),
('S42490','Y46'),
('S42490','Y47'),
('S42490','Y49'),
('W26135','G2'),
('W70060','28X'),
('W70060','G3'),
('W70060','G31'),
('W70099','28X'),
('W70099','G2'),
('W70099','G3'),
('W70099','G31'),
('W26140','G2'),
('W26145','G2'),
('W26155','G2'),
('W70058','28X'),
('W70058','G3'),
('W70058','G31'),
('W26150','28X'),
('W26150','G2'),
('W26150','G3'),
('W26150','G31'),
('W26165','G2'),
('W70059','28X'),
('W70059','G3'),
('W70059','G31'),
('W26160','28X'),
('W26160','G2'),
('W26160','G3'),
('W26160','G31'),
('W26175','G2'),
('W70057','28X'),
('W70057','G3'),
('W70057','G31'),
('W26170','28X'),
('W26170','G2'),
('W26170','G3'),
('W26170','G31'),
('W26185','G2'),
('W70056','28X'),
('W70056','G3'),
('W70056','G31'),
('W26180','28X'),
('W26180','G2'),
('W26180','G3'),
('W26180','G31'),
('W06290','DQI'),
('W06300','DQI'),
('W15308','MI'),
